54.523583;11.451783
54.583147;11.485567
54.580577;11.493742
54.578441;11.501411
54.576168;11.510448
54.574378;11.518292
54.572507;11.526517
54.57073;11.534561
54.569305;11.54207
54.568031;11.550036
54.566658;11.557995
54.565879;11.565079
54.564894;11.572938
54.564124;11.580362
54.563497;11.587825
54.563057;11.594975
54.562637;11.602374
54.56231;11.609624
54.562286;11.616956
54.58016;11.478627
54.577178;11.486802
54.574472;11.495117
54.571951;11.503566
54.569745;11.511508
54.567493;11.519941
54.565324;11.528254
54.563505;11.536124
54.562148;11.542939
54.560096;11.552882
54.558936;11.560528
54.557607;11.568937
54.556491;11.577049
54.555554;11.58511
54.554818;11.593029
54.554112;11.601213
54.553534;11.60928
54.553295;11.617431
54.577163;11.471729
54.573788;11.479849
54.570696;11.48814
54.567733;11.496686
54.565122;11.50471
54.562469;11.513381
54.559917;11.521964
54.557705;11.53018
54.555661;11.5389
54.553523;11.5478
54.551993;11.555979
54.550188;11.565671
54.548847;11.573752
54.547611;11.582396
54.546572;11.591068
54.545588;11.600051
54.544767;11.608952
54.544294;11.617906
54.574167;11.464831
54.570388;11.472912
54.56692;11.481149
54.563514;11.489807
54.560488;11.497929
54.557455;11.506808
54.554511;11.51566
54.551896;11.524237
54.549485;11.533336
54.54696;11.542705
54.545059;11.551447
54.543033;11.560923
54.541213;11.570442
54.539668;11.579683
54.538324;11.589122
54.537072;11.598891
54.535974;11.609396
54.535303;11.618382
54.571169;11.457935
54.566997;11.465961
54.563143;11.474175
54.559296;11.482929
54.555864;11.491135
54.55243;11.500251
54.549104;11.509357
54.546095;11.518296
54.5433;11.527772
54.540396;11.537612
54.538115;11.546901
54.535746;11.556926
54.533579;11.567133
54.531725;11.576971
54.530077;11.587163
54.528547;11.597731
54.527223;11.608297
54.526468;11.617028
