55.554817;7.544433
55.604802;7.554119
55.603453;7.562438
55.602103;7.570742
55.600753;7.57906
55.599402;7.587363
55.598042;7.59568
55.59669;7.603997
55.596915;7.5506
55.595873;7.559049
55.594831;7.567499
55.593788;7.575948
55.592745;7.584396
55.591692;7.592845
55.590647;7.601292
55.588922;7.548006
55.587289;7.556587
55.587452;7.565102
55.586725;7.573649
55.585988;7.582196
55.585251;7.590743
55.584513;7.599289
55.58085;7.546305
55.580431;7.554919
55.580011;7.563533
55.57959;7.572147
55.579169;7.58076
55.578747;7.589373
55.578325;7.597987
55.572726;7.545543
55.572622;7.554191
55.572516;7.562823
55.57242;7.571471
55.572313;7.580103
55.572207;7.588751
55.572099;7.597384
55.564595;7.545716
55.564805;7.554335
55.565023;7.56297
55.565232;7.571605
55.56544;7.58024
55.565657;7.588875
55.565864;7.597511
55.556484;7.546793
55.557017;7.555382
55.55754;7.563973
55.558072;7.572563
55.558594;7.581153
55.559125;7.589744
55.559646;7.598335
55.641419;7.584659
55.638643;7.591797
55.635867;7.598919
55.63309;7.606055
55.630314;7.61319
55.627536;7.620309
55.624759;7.627442
55.647969;7.593195
55.644937;7.599993
55.641905;7.606791
55.638873;7.613587
55.63584;7.620382
55.632808;7.627193
55.629774;7.633986
55.627462;7.56993
55.625225;7.577635
55.622995;7.585339
55.620765;7.593042
55.618526;7.600744
55.616295;7.608445
55.614064;7.616146
55.634571;7.576899
55.632069;7.584329
55.629557;7.591758
55.627045;7.599202
55.624533;7.606629
55.62202;7.614055
55.619515;7.62148
55.612546;7.558517
55.610889;7.566659
55.609241;7.574816
55.607583;7.582957
55.605933;7.591096
55.604283;7.599235
55.602623;7.607374
55.620103;7.563798
55.618165;7.571745
55.616217;7.579676
55.614269;7.587622
55.61232;7.595551
55.61037;7.603495
55.608421;7.611439
