55.627333;7.5343
55.736035;7.550672
55.725751;7.553378
55.71669;7.561593
55.707032;7.568728
55.697319;7.571899
55.687427;7.573644
55.737316;7.575647
55.737929;7.603961
55.72812;7.601206
55.718226;7.599585
55.708299;7.599081
55.698376;7.599691
55.688484;7.601428
55.678685;7.604275
55.738978;7.631782
55.729171;7.629036
55.70935;7.626881
55.699418;7.6275
55.679735;7.63207
55.670056;7.636001
55.660532;7.641038
55.740022;7.659621
55.730215;7.656852
55.720321;7.655217
55.690578;7.657018
55.671098;7.663791
55.661573;7.668805
55.652257;7.674891
55.643168;7.681998
55.634358;7.690126
55.74106;7.687446
55.731253;7.684685
55.721359;7.683028
55.711433;7.682502
55.701501;7.683107
55.67905;7.68701
55.668334;7.694158
55.655799;7.701935
55.643664;7.710106
55.706876;7.708597
55.696943;7.709179
55.68298;7.714506
55.673155;7.719361
55.663637;7.724361
55.654309;7.730418
55.684279;7.742681
55.674179;7.747139
55.664659;7.752133
55.682509;7.772942
