dataset;GEBCO 2020;
ncols;48;
nrows;51;
llcorner_lat;56.49791667;
llcorner_lon;11.13125;
cellsize;0.004166666667;
NODATA_value;-9999;
-17;-17;-16;-16;-16;-16;-16;-16;-16;-15;-15;-15;-15;-15;-16;-16;-16;-16;-16;-16;-17;-17;-17;-17;-17;-17;-16;-16;-16;-15;-15;-15;-15;-15;-16;-17;-19;-20;-20;-20;-19;-19;-19;-19;-19;-18;-17;-16;
-17;-17;-16;-16;-16;-16;-16;-16;-16;-15;-15;-15;-15;-15;-15;-15;-16;-16;-16;-16;-17;-17;-17;-17;-17;-17;-16;-16;-16;-16;-16;-15;-15;-15;-16;-16;-17;-17;-19;-19;-19;-19;-19;-19;-19;-19;-18;-17;
-17;-16;-16;-16;-17;-17;-16;-16;-16;-16;-16;-16;-16;-15;-15;-15;-15;-16;-16;-16;-17;-17;-17;-17;-17;-16;-16;-17;-17;-16;-16;-16;-15;-15;-16;-16;-16;-16;-17;-18;-19;-19;-19;-19;-19;-19;-19;-18;
-16;-16;-16;-16;-16;-17;-16;-16;-16;-16;-16;-16;-15;-15;-15;-15;-15;-15;-16;-16;-17;-17;-16;-16;-16;-16;-16;-17;-17;-17;-16;-16;-16;-16;-15;-16;-16;-16;-16;-17;-19;-19;-19;-19;-19;-20;-20;-20;
-17;-16;-16;-16;-16;-16;-16;-17;-17;-17;-16;-16;-15;-15;-15;-15;-15;-15;-16;-16;-16;-16;-16;-16;-16;-17;-17;-17;-17;-17;-17;-17;-16;-16;-16;-16;-16;-16;-16;-17;-18;-18;-19;-20;-20;-21;-21;-21;
-17;-17;-16;-16;-16;-16;-16;-17;-17;-16;-16;-16;-15;-15;-15;-15;-15;-16;-16;-16;-16;-15;-16;-16;-17;-17;-17;-17;-17;-17;-17;-17;-17;-16;-16;-16;-16;-16;-17;-17;-17;-18;-18;-19;-20;-21;-22;-22;
-17;-17;-16;-16;-15;-16;-16;-17;-16;-16;-16;-16;-16;-16;-16;-16;-16;-15;-15;-15;-15;-15;-16;-16;-17;-17;-18;-18;-18;-18;-18;-17;-17;-17;-17;-17;-17;-17;-17;-17;-18;-18;-18;-19;-19;-20;-21;-22;
-17;-17;-16;-16;-16;-16;-16;-16;-16;-16;-16;-16;-16;-16;-16;-16;-15;-15;-15;-15;-15;-16;-16;-16;-17;-17;-18;-18;-19;-19;-19;-19;-18;-18;-17;-17;-17;-17;-17;-17;-18;-19;-19;-19;-19;-19;-20;-22;
-17;-17;-17;-16;-16;-16;-16;-16;-16;-16;-16;-16;-16;-16;-16;-16;-15;-15;-15;-15;-15;-16;-16;-16;-17;-17;-17;-18;-18;-19;-19;-19;-19;-18;-18;-18;-17;-17;-17;-17;-17;-18;-18;-19;-19;-19;-19;-21;
-17;-17;-17;-17;-16;-16;-16;-16;-16;-16;-16;-16;-16;-17;-16;-16;-16;-15;-16;-16;-16;-16;-16;-16;-16;-16;-16;-17;-18;-18;-19;-19;-19;-19;-19;-18;-17;-17;-17;-17;-17;-17;-17;-18;-18;-19;-19;-20;
-16;-17;-17;-17;-16;-16;-16;-16;-16;-17;-17;-17;-17;-17;-16;-16;-16;-16;-16;-16;-16;-16;-16;-16;-16;-16;-16;-16;-17;-18;-18;-19;-19;-19;-19;-19;-18;-18;-17;-17;-17;-17;-17;-17;-18;-18;-19;-19;
-16;-17;-17;-17;-16;-16;-17;-17;-17;-18;-18;-17;-16;-16;-16;-16;-16;-16;-16;-16;-16;-16;-16;-16;-16;-16;-16;-16;-17;-17;-18;-18;-19;-19;-19;-19;-18;-18;-18;-17;-17;-17;-17;-17;-17;-18;-18;-19;
-16;-17;-17;-17;-17;-17;-17;-17;-18;-18;-17;-17;-16;-16;-16;-17;-17;-16;-16;-16;-16;-16;-16;-16;-16;-16;-16;-16;-16;-17;-17;-17;-18;-18;-19;-19;-18;-18;-18;-18;-18;-18;-17;-17;-17;-17;-18;-18;
-16;-16;-17;-17;-17;-16;-16;-17;-18;-18;-16;-16;-16;-17;-17;-17;-17;-17;-16;-16;-16;-16;-16;-16;-16;-16;-16;-16;-16;-16;-16;-17;-17;-17;-18;-18;-18;-18;-19;-19;-19;-18;-18;-18;-18;-18;-18;-18;
-16;-16;-16;-16;-16;-16;-17;-17;-18;-18;-17;-16;-16;-17;-17;-17;-17;-17;-16;-16;-16;-16;-16;-16;-16;-16;-16;-16;-16;-16;-16;-17;-17;-17;-17;-18;-18;-18;-18;-19;-19;-18;-18;-18;-18;-18;-18;-18;
-15;-16;-16;-16;-16;-16;-17;-17;-18;-18;-17;-16;-16;-16;-17;-17;-17;-17;-16;-16;-16;-16;-16;-16;-16;-16;-16;-16;-16;-16;-16;-17;-17;-17;-17;-17;-17;-18;-18;-18;-18;-18;-18;-19;-19;-19;-19;-19;
-15;-16;-16;-16;-16;-17;-17;-17;-17;-18;-18;-17;-16;-16;-16;-17;-17;-16;-16;-16;-16;-16;-16;-16;-16;-16;-16;-16;-16;-16;-16;-17;-17;-17;-17;-17;-17;-17;-17;-17;-18;-18;-18;-18;-18;-19;-19;-19;
-15;-15;-16;-16;-16;-16;-16;-17;-17;-18;-18;-17;-16;-16;-16;-16;-16;-16;-16;-16;-16;-16;-16;-16;-16;-16;-16;-16;-16;-16;-16;-17;-17;-17;-17;-17;-17;-17;-17;-17;-18;-18;-18;-18;-18;-18;-18;-19;
-15;-16;-16;-16;-16;-16;-16;-17;-17;-18;-18;-17;-16;-16;-16;-16;-16;-16;-16;-16;-16;-16;-16;-16;-16;-16;-16;-16;-16;-16;-16;-16;-17;-17;-17;-17;-17;-17;-17;-17;-18;-18;-18;-18;-18;-18;-18;-18;
-16;-16;-16;-16;-16;-16;-17;-17;-18;-18;-18;-17;-17;-17;-17;-17;-16;-16;-16;-17;-16;-16;-16;-16;-15;-16;-16;-16;-16;-16;-16;-16;-16;-16;-17;-17;-17;-17;-17;-17;-17;-18;-18;-18;-18;-18;-18;-18;
-16;-16;-16;-16;-17;-18;-18;-18;-18;-18;-18;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-16;-16;-16;-16;-16;-16;-16;-16;-16;-16;-16;-16;-16;-17;-17;-17;-17;-17;-17;-17;-18;-18;-18;-18;-18;-18;
-16;-16;-16;-17;-18;-18;-18;-18;-18;-18;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-16;-16;-16;-16;-16;-16;-16;-16;-16;-16;-16;-16;-16;-16;-17;-17;-17;-17;-17;-17;-17;-17;-18;-19;-19;-19;
-16;-16;-17;-18;-18;-19;-19;-19;-18;-18;-18;-17;-16;-16;-16;-16;-16;-16;-16;-17;-17;-17;-17;-17;-16;-16;-16;-16;-16;-16;-16;-16;-16;-16;-16;-16;-17;-17;-17;-17;-17;-17;-17;-18;-18;-18;-19;-19;
-17;-17;-18;-18;-19;-19;-19;-19;-18;-18;-17;-17;-16;-16;-16;-16;-16;-16;-16;-16;-16;-17;-17;-16;-16;-16;-16;-16;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-18;-18;-18;-19;-19;
-18;-18;-18;-19;-19;-19;-19;-19;-18;-18;-18;-17;-17;-16;-16;-16;-16;-16;-16;-17;-17;-17;-17;-16;-17;-17;-17;-16;-16;-17;-17;-17;-17;-17;-17;-17;-17;-16;-16;-16;-17;-17;-18;-18;-18;-19;-19;-19;
-18;-18;-18;-19;-19;-19;-19;-19;-19;-18;-18;-17;-17;-16;-16;-16;-16;-16;-17;-17;-17;-17;-17;-17;-17;-17;-17;-16;-16;-17;-17;-17;-17;-17;-17;-17;-16;-16;-16;-17;-17;-18;-18;-18;-18;-19;-19;-19;
-18;-18;-18;-18;-19;-19;-18;-18;-18;-18;-18;-17;-16;-16;-16;-16;-16;-16;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-18;-18;-18;-19;-19;
-18;-18;-18;-18;-19;-19;-18;-18;-18;-18;-17;-17;-17;-16;-16;-16;-16;-17;-17;-17;-17;-17;-17;-17;-17;-16;-16;-16;-16;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-18;-18;-18;-18;
-18;-17;-18;-18;-19;-19;-18;-18;-18;-17;-17;-17;-17;-17;-17;-17;-17;-17;-16;-16;-16;-16;-16;-16;-16;-17;-16;-16;-17;-17;-17;-17;-17;-18;-17;-17;-17;-17;-17;-17;-17;-18;-18;-18;-18;-18;-18;-18;
-18;-17;-18;-18;-19;-18;-18;-18;-18;-18;-17;-17;-17;-17;-17;-17;-16;-16;-16;-16;-16;-16;-16;-16;-16;-16;-16;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-18;-18;-18;-18;-18;-18;-18;
-17;-18;-18;-18;-18;-18;-18;-19;-18;-18;-18;-17;-17;-17;-17;-17;-17;-17;-16;-16;-16;-16;-16;-16;-16;-16;-16;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-18;-18;-18;-18;
-17;-18;-18;-18;-18;-18;-18;-19;-19;-18;-18;-17;-17;-17;-17;-17;-17;-16;-16;-16;-16;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-18;-18;-18;-18;
-18;-18;-18;-18;-18;-18;-19;-19;-19;-18;-17;-17;-17;-17;-17;-16;-16;-16;-16;-16;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-18;-17;-17;-17;-17;-17;-18;-18;-19;
-17;-17;-17;-18;-18;-18;-19;-19;-19;-18;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-18;-18;-18;-18;-18;-18;-18;-18;-18;-19;-19;
-17;-17;-18;-18;-18;-18;-19;-19;-19;-18;-18;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-16;-17;-17;-17;-17;-17;-17;-17;-17;-17;-18;-18;-18;-18;-19;-19;-19;-19;-19;-19;-19;-19;
-17;-17;-18;-18;-18;-18;-19;-19;-18;-18;-18;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-16;-16;-16;-16;-16;-17;-17;-17;-17;-17;-17;-17;-17;-18;-18;-18;-19;-19;-19;-19;-19;-19;-19;-19;-19;-19;
-18;-18;-18;-18;-18;-18;-19;-18;-18;-18;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-16;-16;-16;-16;-17;-17;-17;-17;-17;-18;-18;-18;-18;-18;-18;-18;-18;-19;-19;-19;-19;-19;-19;-20;-20;-20;
-18;-18;-18;-18;-18;-18;-18;-18;-18;-17;-17;-18;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-16;-16;-16;-16;-16;-17;-17;-17;-18;-18;-18;-18;-18;-18;-18;-18;-19;-19;-19;-19;-19;-20;-20;-20;-20;-20;
-18;-18;-18;-18;-18;-18;-18;-18;-18;-18;-18;-18;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-16;-16;-17;-17;-17;-17;-17;-18;-18;-18;-18;-18;-18;-18;-18;-19;-19;-19;-19;-19;-20;-20;-20;-20;-20;-20;
-18;-18;-18;-18;-18;-18;-18;-18;-18;-18;-18;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-18;-18;-17;-17;-17;-18;-18;-18;-18;-18;-18;-18;-19;-19;-19;-19;-19;-19;-20;-20;-20;-20;-21;-21;
-18;-18;-18;-18;-18;-18;-18;-18;-18;-18;-18;-18;-17;-17;-17;-17;-17;-17;-17;-17;-18;-18;-18;-18;-18;-18;-18;-18;-18;-18;-18;-18;-18;-18;-18;-18;-19;-19;-20;-20;-20;-20;-20;-20;-20;-20;-20;-20;
