56.5;11.13223
56.507945;11.18376
56.513502;11.184641
56.519067;11.185383
56.524636;11.185987
56.53021;11.18645
56.535786;11.186776
56.541364;11.186963
56.546944;11.187013
56.552523;11.186924
56.558101;11.186693
56.564707;11.186241
56.571311;11.185598
56.577906;11.184753
56.583826;11.183829
56.589739;11.182749
56.595641;11.181509
56.601532;11.18011
56.607413;11.178554
56.613279;11.17684
56.619131;11.174968
56.629628;11.171205
56.634867;11.169125
56.640091;11.16693
56.64529;11.164602
56.650482;11.162143
56.655649;11.159567
56.660809;11.15686
56.665935;11.154035
56.671046;11.151079
56.676131;11.148006
56.517317;11.203663
56.521916;11.213434
56.52987;11.213957
56.537743;11.213939
56.545612;11.213549
56.553473;11.212785
56.56132;11.211654
56.569148;11.210151
56.586717;11.205409
56.594648;11.202626
56.610376;11.195917
56.611047;11.157584
56.526685;11.223572
56.531369;11.233523
56.536051;11.243492
56.544451;11.240959
56.55283;11.2382
56.561185;11.235217
56.569516;11.23201
56.577819;11.228581
56.585685;11.225015
56.593552;11.221447
56.600976;11.217623
56.608388;11.213726
56.616219;11.20952
56.623178;11.205715
56.630555;11.201601
56.63792;11.197414
56.649625;11.190593
56.655609;11.187073
56.678221;11.173593
56.686733;11.168368
56.691994;11.165115
56.697085;11.161902
56.702206;11.157055
56.540732;11.253448
56.545413;11.263406
56.550084;11.273382
56.55749;11.268456
56.564877;11.263494
56.572257;11.258497
56.579628;11.253449
56.594344;11.243216
56.60169;11.238031
56.616356;11.227554
56.701901;11.172001
56.554763;11.283345
56.559442;11.293326
56.564119;11.303294
56.567627;11.289847
56.57366;11.281826
56.579871;11.27426
56.586248;11.267162
56.592781;11.260545
56.568659;11.312975
56.573396;11.323086
56.577177;11.314143
56.581106;11.305251
56.5852;11.29669
56.58949;11.288388
56.593938;11.280421
56.59857;11.272743
56.603737;11.264847
56.608925;11.257557
56.613213;11.251976
56.617613;11.246634
56.622099;11.241565
56.626911;11.237289
56.63664;11.229011
56.641509;11.225058
56.646404;11.221187
56.65626;11.213755
56.661221;11.210195
56.666198;11.206733
56.671201;11.203369
56.676228;11.200104
56.681271;11.196936
56.686331;11.193884
56.691415;11.19093
56.696516;11.188074
56.701632;11.185332
